Role,City,Experience,Company_Size,Job_Type,ReactJS,NodeJS,Python,SQL,MongoDB,Git,PWA,Socket_io,Scikit_learn,TensorFlow,LLM,LangChain,Pandas,Agile,JIRA,BA,Project_Mgmt,IT_Support,Documentation,Risk_Mgmt,Stakeholder_Mgmt,Figma,User_Research,Wireframing,Prototyping,Adobe_XD,Design_Systems,Usability_Testing,Interaction_Design,Salary
ITManagement,Islamabad,1Year,Small,Onsite,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,92000
AIEngineer,Faisalabad,MoreThan1.5Years,Small,Onsite,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,156000
FullStack,Rawalpindi,Fresh,Medium,Onsite,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97000
ITManagement,Faisalabad,6Months,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,114000
UIUXDesign,Rawalpindi,Fresh,Small,Remote,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,65000
AIEngineer,Islamabad,MoreThan1.5Years,Medium,Onsite,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,281000
UIUXDesign,Rawalpindi,1Year,Small,Onsite,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,116000
AIEngineer,Lahore,MoreThan1.5Years,Medium,Remote,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,280000
UIUXDesign,Peshawar,MoreThan1.5Years,Small,Remote,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,110000
AIEngineer,Lahore,1Year,Medium,Onsite,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192000
ITManagement,Peshawar,Fresh,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,32000
ITManagement,Rawalpindi,MoreThan1.5Years,Small,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,108000
AIEngineer,Rawalpindi,6Months,Small,Onsite,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,97000
ITManagement,Islamabad,Fresh,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,75000
UIUXDesign,Rawalpindi,MoreThan1.5Years,Medium,Onsite,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,194000
FullStack,Lahore,6Months,Small,Onsite,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,82000
AIEngineer,Faisalabad,6Months,Small,Remote,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,104000
FullStack,Islamabad,MoreThan1.5Years,Large,Remote,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,350000
ITManagement,Faisalabad,Fresh,Large,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,83000
FullStack,Islamabad,1Year,Medium,Onsite,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,192000
FullStack,Lahore,MoreThan1.5Years,Large,Onsite,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,293000
ITManagement,Rawalpindi,Fresh,Medium,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72000
AIEngineer,Islamabad,1Year,Medium,Remote,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211000
ITManagement,Faisalabad,1Year,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,150000
UIUXDesign,Karachi,Fresh,Medium,Onsite,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,103000
FullStack,Rawalpindi,1Year,Medium,Remote,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,174000
AIEngineer,Islamabad,Fresh,Small,Onsite,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77000
FullStack,Peshawar,6Months,Medium,Onsite,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,112000
AIEngineer,Peshawar,6Months,Large,Remote,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,159000
ITManagement,Faisalabad,1Year,Small,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,65000
UIUXDesign,Lahore,6Months,Small,Onsite,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,78000
UIUXDesign,Islamabad,1Year,Small,Onsite,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,113000
UIUXDesign,Lahore,Fresh,Small,Onsite,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,62000
ITManagement,Faisalabad,Fresh,Medium,Onsite,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,68000
UIUXDesign,Peshawar,1Year,Large,Onsite,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,172000
ITManagement,Faisalabad,1Year,Medium,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,110000
AIEngineer,Rawalpindi,MoreThan1.5Years,Small,Onsite,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,177000
ITManagement,Lahore,MoreThan1.5Years,Small,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,103000
FullStack,Rawalpindi,6Months,Large,Onsite,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,185000
FullStack,Karachi,Fresh,Medium,Remote,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104000
FullStack,Karachi,Fresh,Medium,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,105000
ITManagement,Rawalpindi,1Year,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,88000
ITManagement,Karachi,Fresh,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,109000
FullStack,Islamabad,Fresh,Small,Onsite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,62000
ITManagement,Peshawar,1Year,Small,Onsite,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,73000
FullStack,Karachi,MoreThan1.5Years,Medium,Remote,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,232000
UIUXDesign,Karachi,Fresh,Large,Remote,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128000
FullStack,Rawalpindi,6Months,Medium,Onsite,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,138000
ITManagement,Peshawar,MoreThan1.5Years,Large,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,183000
FullStack,Peshawar,MoreThan1.5Years,Medium,Onsite,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,196000
FullStack,Islamabad,1Year,Small,Onsite,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,119000
AIEngineer,Rawalpindi,6Months,Medium,Onsite,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,168000
AIEngineer,Karachi,1Year,Large,Remote,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,321000
AIEngineer,Lahore,1Year,Large,Onsite,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,291000
FullStack,Lahore,6Months,Medium,Onsite,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,125000
AIEngineer,Karachi,MoreThan1.5Years,Large,Onsite,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426000
UIUXDesign,Lahore,MoreThan1.5Years,Medium,Onsite,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,198000
UIUXDesign,Lahore,Fresh,Large,Remote,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,118000
ITManagement,Peshawar,1Year,Small,Onsite,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,86000
AIEngineer,Islamabad,Fresh,Large,Onsite,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,171000
AIEngineer,Lahore,6Months,Large,Onsite,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214000
ITManagement,Faisalabad,MoreThan1.5Years,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,204000
ITManagement,Karachi,6Months,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,113000
ITManagement,Karachi,1Year,Large,Onsite,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,211000
AIEngineer,Peshawar,6Months,Medium,Remote,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,130000
ITManagement,Lahore,1Year,Medium,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,142000
AIEngineer,Faisalabad,MoreThan1.5Years,Large,Onsite,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,299000
ITManagement,Lahore,Fresh,Large,Remote,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,95000
UIUXDesign,Faisalabad,MoreThan1.5Years,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,167000
AIEngineer,Karachi,1Year,Small,Onsite,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,167000
ITManagement,Karachi,1Year,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,204000
UIUXDesign,Karachi,6Months,Large,Onsite,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,186000
UIUXDesign,Rawalpindi,1Year,Large,Onsite,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,210000
AIEngineer,Faisalabad,1Year,Large,Remote,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,248000
FullStack,Lahore,Fresh,Large,Onsite,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,117000
UIUXDesign,Lahore,MoreThan1.5Years,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,267000
FullStack,Islamabad,MoreThan1.5Years,Large,Onsite,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,317000
UIUXDesign,Karachi,MoreThan1.5Years,Small,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,137000
UIUXDesign,Peshawar,Fresh,Large,Onsite,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,87000
ITManagement,Peshawar,Fresh,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,80000
AIEngineer,Lahore,Fresh,Large,Remote,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,174000
FullStack,Faisalabad,MoreThan1.5Years,Medium,Remote,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,168000
ITManagement,Islamabad,1Year,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,90000
AIEngineer,Islamabad,1Year,Small,Remote,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,169000
ITManagement,Peshawar,MoreThan1.5Years,Small,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,85000
ITManagement,Islamabad,MoreThan1.5Years,Small,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,112000
UIUXDesign,Karachi,MoreThan1.5Years,Large,Remote,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,272000
ITManagement,Peshawar,1Year,Small,Onsite,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,78000
ITManagement,Karachi,MoreThan1.5Years,Medium,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,186000
AIEngineer,Lahore,1Year,Small,Remote,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,141000
FullStack,Lahore,1Year,Large,Onsite,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,238000
AIEngineer,Lahore,1Year,Large,Onsite,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262000
ITManagement,Peshawar,6Months,Medium,Remote,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,90000
FullStack,Lahore,MoreThan1.5Years,Large,Onsite,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,300000
ITManagement,Faisalabad,1Year,Medium,Remote,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,107000
FullStack,Lahore,Fresh,Medium,Onsite,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,93000
UIUXDesign,Karachi,6Months,Large,Onsite,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,178000
UIUXDesign,Islamabad,Fresh,Small,Onsite,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,69000
ITManagement,Islamabad,MoreThan1.5Years,Large,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,259000
ITManagement,Peshawar,MoreThan1.5Years,Small,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,94000
UIUXDesign,Islamabad,6Months,Large,Remote,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,171000
FullStack,Faisalabad,MoreThan1.5Years,Large,Remote,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,250000
ITManagement,Rawalpindi,MoreThan1.5Years,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,158000
UIUXDesign,Lahore,6Months,Large,Onsite,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,165000
ITManagement,Rawalpindi,Fresh,Large,Remote,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,105000
UIUXDesign,Faisalabad,MoreThan1.5Years,Large,Onsite,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,223000
ITManagement,Faisalabad,1Year,Large,Remote,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,155000
ITManagement,Rawalpindi,1Year,Large,Remote,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,191000
FullStack,Karachi,MoreThan1.5Years,Large,Onsite,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,333000
FullStack,Karachi,6Months,Medium,Remote,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131000
AIEngineer,Rawalpindi,Fresh,Medium,Onsite,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,123000
UIUXDesign,Rawalpindi,Fresh,Medium,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,95000
ITManagement,Islamabad,6Months,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,143000
FullStack,Rawalpindi,Fresh,Small,Onsite,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,57000
UIUXDesign,Karachi,6Months,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,127000
UIUXDesign,Rawalpindi,6Months,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,129000
UIUXDesign,Peshawar,MoreThan1.5Years,Medium,Onsite,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,145000
FullStack,Rawalpindi,1Year,Medium,Remote,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,180000
ITManagement,Peshawar,Fresh,Medium,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,60000
FullStack,Peshawar,1Year,Small,Onsite,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,101000
FullStack,Rawalpindi,MoreThan1.5Years,Small,Remote,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,145000
ITManagement,Islamabad,1Year,Small,Remote,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,89000
ITManagement,Peshawar,MoreThan1.5Years,Large,Remote,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,181000
ITManagement,Rawalpindi,6Months,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,104000
ITManagement,Islamabad,6Months,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141000
FullStack,Karachi,Fresh,Large,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,136000
AIEngineer,Karachi,1Year,Small,Onsite,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159000
FullStack,Faisalabad,Fresh,Small,Onsite,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47000
ITManagement,Karachi,1Year,Medium,Remote,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,162000
AIEngineer,Rawalpindi,1Year,Medium,Onsite,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183000
AIEngineer,Lahore,6Months,Large,Remote,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,221000
UIUXDesign,Karachi,1Year,Large,Onsite,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,229000
AIEngineer,Karachi,1Year,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,219000
UIUXDesign,Lahore,1Year,Medium,Remote,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,151000
UIUXDesign,Karachi,1Year,Small,Remote,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,106000
UIUXDesign,Faisalabad,6Months,Large,Onsite,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,130000
UIUXDesign,Rawalpindi,6Months,Large,Remote,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,154000
FullStack,Islamabad,1Year,Large,Remote,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,258000
UIUXDesign,Islamabad,6Months,Medium,Onsite,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,123000
UIUXDesign,Lahore,6Months,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,85000
ITManagement,Karachi,MoreThan1.5Years,Small,Remote,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,120000
AIEngineer,Islamabad,6Months,Small,Onsite,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,133000
AIEngineer,Islamabad,6Months,Medium,Remote,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,148000
ITManagement,Rawalpindi,6Months,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,151000
FullStack,Karachi,1Year,Medium,Remote,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,180000
AIEngineer,Islamabad,Fresh,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,116000
AIEngineer,Rawalpindi,6Months,Small,Onsite,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,94000
ITManagement,Lahore,Fresh,Small,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,44000
ITManagement,Peshawar,Fresh,Small,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39000
FullStack,Rawalpindi,1Year,Large,Remote,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,239000
ITManagement,Faisalabad,Fresh,Medium,Onsite,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,66000
FullStack,Rawalpindi,6Months,Small,Onsite,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,85000
UIUXDesign,Faisalabad,1Year,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,131000
ITManagement,Rawalpindi,6Months,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,62000
UIUXDesign,Peshawar,Fresh,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000
ITManagement,Lahore,1Year,Large,Onsite,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,206000
AIEngineer,Karachi,MoreThan1.5Years,Small,Onsite,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,216000
